Stock Information for Ticker: FB
High         2.020886e+02
Low          1.974644e+02
Open         1.997521e+02
Close        1.998744e+02
Volume       2.030946e+07
Adj Close    1.998744e+02


              High          Low         Open        Close        Volume    Adj Close
count  1258.000000  1258.000000  1258.000000  1258.000000  1.258000e+03  1258.000000
mean    202.088649   197.464440   199.752122   199.874404  2.030946e+07   199.874404
std      61.474315    59.930320    60.630514    60.743177  1.239795e+07    60.743177
min     116.480003   113.550003   114.480003   115.050003  5.324760e+06   115.050003
25%     162.105000   157.687504   159.745003   159.700001  1.320985e+07   159.700001
50%     183.754997   179.930000   181.830002   181.744995  1.719975e+07   181.744995
75%     233.390003   227.282501   230.212502   231.397495  2.311872e+07   231.397495
max     384.329987   378.809998   381.500000   382.179993  1.698037e+08   382.179993


             ds       trend  yhat_lower  yhat_upper  trend_lower  trend_upper  additive_terms  additive_terms_lower  additive_terms_upper    weekly  weekly_lower  weekly_upper     yearly  yearly_lower  yearly_upper  multiplicative_terms  multiplicative_terms_lower  multiplicative_terms_upper        yhat
618  2019-02-27  170.729906  144.733217  172.327117   170.729906   170.729906      -11.832338            -11.832338            -11.832338 -1.362021     -1.362021     -1.362021 -10.470318    -10.470318    -10.470318                   0.0                         0.0                         0.0  158.897568
619  2019-02-28  171.000719  144.631281  173.038107   171.000719   171.000719      -12.324610            -12.324610            -12.324610 -1.404170     -1.404170     -1.404170 -10.920440    -10.920440    -10.920440                   0.0                         0.0                         0.0  158.676109
620  2019-03-01  171.271532  144.561991  173.040507   171.271532   171.271532      -12.828050            -12.828050            -12.828050 -1.440414     -1.440414     -1.440414 -11.387636    -11.387636    -11.387636                   0.0                         0.0                         0.0  158.443482
621  2019-03-04  172.083970  143.513118  172.186158   172.083970   172.083970      -14.666224            -14.666224            -14.666224 -1.796236     -1.796236     -1.796236 -12.869988    -12.869988    -12.869988                   0.0                         0.0                         0.0  157.417746
622  2019-03-05  172.354783  143.050556  171.223707   172.354783   172.354783      -14.681746            -14.681746            -14.681746 -1.300205     -1.300205     -1.300205 -13.381541    -13.381541    -13.381541                   0.0                         0.0                         0.0  157.673037
623  2019-03-06  172.625595  144.623238  170.517692   172.625595   172.625595      -15.258110            -15.258110            -15.258110 -1.362021     -1.362021     -1.362021 -13.896090    -13.896090    -13.896090                   0.0                         0.0                         0.0  157.367485
624  2019-03-07  172.896408  143.918785  170.810571   172.896408   172.896408      -15.813904            -15.813904            -15.813904 -1.404170     -1.404170     -1.404170 -14.409734    -14.409734    -14.409734                   0.0                         0.0                         0.0  157.082504
625  2019-03-08  173.167221  142.142932  170.689006   173.167221   173.167221      -16.358774            -16.358774            -16.358774 -1.440414     -1.440414     -1.440414 -14.918361    -14.918361    -14.918361                   0.0                         0.0                         0.0  156.808447
626  2019-03-11  173.979659  141.205060  170.038880   173.979659   173.979659      -18.167701            -18.167701            -18.167701 -1.796236     -1.796236     -1.796236 -16.371466    -16.371466    -16.371466                   0.0                         0.0                         0.0  155.811958
627  2019-03-12  174.250472  143.265610  170.612223   174.250472   174.250472      -18.117626            -18.117626            -18.117626 -1.300205     -1.300205     -1.300205 -16.817421    -16.817421    -16.817421                   0.0                         0.0                         0.0  156.132846
628  2019-03-13  174.521285  141.807530  170.515208   174.521285   174.521285      -18.599437            -18.599437            -18.599437 -1.362021     -1.362021     -1.362021 -17.237416    -17.237416    -17.237416                   0.0                         0.0                         0.0  155.921848
629  2019-03-14  174.792098  142.389285  169.794363   174.792098   174.792098      -19.031926            -19.031926            -19.031926 -1.404170     -1.404170     -1.404170 -17.627755    -17.627755    -17.627755                   0.0                         0.0                         0.0  155.760172
630  2019-03-15  175.062910  142.075642  169.841853   175.062910   175.062910      -19.425494            -19.425494            -19.425494 -1.440414     -1.440414     -1.440414 -17.985081    -17.985081    -17.985081                   0.0                         0.0                         0.0  155.637416
631  2019-03-18  175.875349  141.832308  168.619821   175.875349   175.875349      -20.627854            -20.627854            -20.627854 -1.796236     -1.796236     -1.796236 -18.831619    -18.831619    -18.831619                   0.0                         0.0                         0.0  155.247494
632  2019-03-19  176.146161  142.204799  170.207597   176.146161   176.146161      -20.332098            -20.332098            -20.332098 -1.300205     -1.300205     -1.300205 -19.031893    -19.031893    -19.031893                   0.0                         0.0                         0.0  155.814063
633  2019-03-20  176.416974  141.754462  169.965398   176.416974   176.416974      -20.551124            -20.551124            -20.551124 -1.362021     -1.362021     -1.362021 -19.189103    -19.189103    -19.189103                   0.0                         0.0                         0.0  155.865850
634  2019-03-21  176.687787  141.671381  170.467290   176.687787   176.687787      -20.706930            -20.706930            -20.706930 -1.404170     -1.404170     -1.404170 -19.302759    -19.302759    -19.302759                   0.0                         0.0                         0.0  155.980857
635  2019-03-22  176.958600  142.799956  169.653524   176.958600   176.958600      -20.813288            -20.813288            -20.813288 -1.440414     -1.440414     -1.440414 -19.372875    -19.372875    -19.372875                   0.0                         0.0                         0.0  156.145311
636  2019-03-25  177.771038  142.851368  170.544370   177.771038   177.771038      -21.125320            -21.125320            -21.125320 -1.796236     -1.796236     -1.796236 -19.329085    -19.329085    -19.329085                   0.0                         0.0                         0.0  156.645718
637  2019-03-26  178.041851  143.481106  171.781798   178.041851   178.041851      -20.534369            -20.534369            -20.534369 -1.300205     -1.300205     -1.300205 -19.234164    -19.234164    -19.234164                   0.0                         0.0                         0.0  157.507482
638  2019-03-27  178.312663  143.247481  171.509904   178.312663   178.312663      -20.464117            -20.464117            -20.464117 -1.362021     -1.362021     -1.362021 -19.102096    -19.102096    -19.102096                   0.0                         0.0                         0.0  157.848547
639  2019-03-28  178.583476  143.923106  171.451398   178.583476   178.583476      -20.339223            -20.339223            -20.339223 -1.404170     -1.404170     -1.404170 -18.935053    -18.935053    -18.935053                   0.0                         0.0                         0.0  158.244253
640  2019-03-29  178.854289  144.628213  171.928613   178.854289   178.854289      -20.175768            -20.175768            -20.175768 -1.440414     -1.440414     -1.440414 -18.735354    -18.735354    -18.735354                   0.0                         0.0                         0.0  158.678521
641  2019-04-01  179.666727  146.140954  174.577631   179.666727   179.666727      -19.760569            -19.760569            -19.760569 -1.796236     -1.796236     -1.796236 -17.964334    -17.964334    -17.964334                   0.0                         0.0                         0.0  159.906158
642  2019-04-02  179.937540  146.820628  176.099204   179.937540   179.937540      -18.958055            -18.958055            -18.958055 -1.300205     -1.300205     -1.300205 -17.657850    -17.657850    -17.657850                   0.0                         0.0                         0.0  160.979485
643  2019-04-03  180.208353  147.105510  175.452692   180.208353   180.208353      -18.692281            -18.692281            -18.692281 -1.362021     -1.362021     -1.362021 -17.330260    -17.330260    -17.330260                   0.0                         0.0                         0.0  161.516071
644  2019-04-04  180.250093  148.685480  174.985111   180.250093   180.250093      -18.387650            -18.387650            -18.387650 -1.404170     -1.404170     -1.404170 -16.983480    -16.983480    -16.983480                   0.0                         0.0                         0.0  161.862443
645  2019-04-05  180.291834  147.576430  176.610862   180.291834   180.291834      -18.059611            -18.059611            -18.059611 -1.440414     -1.440414     -1.440414 -16.619197    -16.619197    -16.619197                   0.0                         0.0                         0.0  162.232224
646  2019-04-08  180.417057  148.989561  177.922638   180.417057   180.417057      -17.230738            -17.230738            -17.230738 -1.796236     -1.796236     -1.796236 -15.434503    -15.434503    -15.434503                   0.0                         0.0                         0.0  163.186318
647  2019-04-09  180.458797  149.466613  178.313192   180.458797   180.458797      -16.312331            -16.312331            -16.312331 -1.300205     -1.300205     -1.300205 -15.012126    -15.012126    -15.012126                   0.0                         0.0                         0.0  164.146466
648  2019-04-10  180.500538  150.320591  178.425991   180.500538   180.500538      -15.939018            -15.939018            -15.939018 -1.362021     -1.362021     -1.362021 -14.576997    -14.576997    -14.576997                   0.0                         0.0                         0.0  164.561521
649  2019-04-11  180.542279  151.319986  179.165155   180.542279   180.542279      -15.533580            -15.533580            -15.533580 -1.404170     -1.404170     -1.404170 -14.129410    -14.129410    -14.129410                   0.0                         0.0                         0.0  165.008699
650  2019-04-12  180.584020  152.341272  178.700252   180.584020   180.584020      -15.109930            -15.109930            -15.109930 -1.440414     -1.440414     -1.440414 -13.669517    -13.669517    -13.669517                   0.0                         0.0                         0.0  165.474090
651  2019-04-15  180.709242  152.108311  180.551422   180.709242   180.709242      -14.012562            -14.012562            -14.012562 -1.796236     -1.796236     -1.796236 -12.216327    -12.216327    -12.216327                   0.0                         0.0                         0.0  166.696680
652  2019-04-16  180.750983  153.982933  181.050856   180.750983   180.750983      -13.007714            -13.007714            -13.007714 -1.300205     -1.300205     -1.300205 -11.707509    -11.707509    -11.707509                   0.0                         0.0                         0.0  167.743269
653  2019-04-17  180.792724  154.603997  181.752504   180.792724   180.792724      -12.548716            -12.548716            -12.548716 -1.362021     -1.362021     -1.362021 -11.186696    -11.186696    -11.186696                   0.0                         0.0                         0.0  168.244008
654  2019-04-18  180.834465  155.437431  183.060741   180.834465   180.834465      -12.058398            -12.058398            -12.058398 -1.404170     -1.404170     -1.404170 -10.654228    -10.654228    -10.654228                   0.0                         0.0                         0.0  168.776066
655  2019-04-22  181.001428  156.970793  185.325302   181.001428   181.001428      -10.218816            -10.218816            -10.218816 -1.796236     -1.796236     -1.796236  -8.422581     -8.422581     -8.422581                   0.0                         0.0                         0.0  170.782612
656  2019-04-23  181.043169  158.130338  185.403907   181.043169   181.043169       -9.145509             -9.145509             -9.145509 -1.300205     -1.300205     -1.300205  -7.845304     -7.845304     -7.845304                   0.0                         0.0                         0.0  171.897659
657  2019-04-24  181.084910  158.340735  185.555489   181.084910   181.084910       -8.625770             -8.625770             -8.625770 -1.362021     -1.362021     -1.362021  -7.263749     -7.263749     -7.263749                   0.0                         0.0                         0.0  172.459140
658  2019-04-25  181.126650  158.634284  186.533100   181.126650   181.126650       -8.084330             -8.084330             -8.084330 -1.404170     -1.404170     -1.404170  -6.680160     -6.680160     -6.680160                   0.0                         0.0                         0.0  173.042320
659  2019-04-26  181.168391  159.832045  187.231822   181.168391   181.168391       -7.537456             -7.537456             -7.537456 -1.440414     -1.440414     -1.440414  -6.097043     -6.097043     -6.097043                   0.0                         0.0                         0.0  173.630935
660  2019-04-29  181.293614  161.046282  189.089127   181.293614   181.293614       -6.174955             -6.174955             -6.174955 -1.796236     -1.796236     -1.796236  -4.378720     -4.378720     -4.378720                   0.0                         0.0                         0.0  175.118658
661  2019-04-30  181.335354  160.921512  189.715412   181.335354   181.335354       -5.126577             -5.126577             -5.126577 -1.300205     -1.300205     -1.300205  -3.826372     -3.826372     -3.826372                   0.0                         0.0                         0.0  176.208778
662  2019-05-01  181.377095  162.379590  189.921597   181.377095   181.377095       -4.651430             -4.651430             -4.651430 -1.362021     -1.362021     -1.362021  -3.289409     -3.289409     -3.289409                   0.0                         0.0                         0.0  176.725665
663  2019-05-02  181.418836  162.744811  190.992106   181.418836   181.418836       -4.175044             -4.175044             -4.175044 -1.404170     -1.404170     -1.404170  -2.770873     -2.770873     -2.770873                   0.0                         0.0                         0.0  177.243792
664  2019-05-03  181.460577  164.381102  190.900947   181.460577   181.460577       -3.714076             -3.714076             -3.714076 -1.440414     -1.440414     -1.440414  -2.273662     -2.273662     -2.273662                   0.0                         0.0                         0.0  177.746501
665  2019-05-06  181.585799  165.333872  193.907004   181.585799   181.585799       -2.731602             -2.731602             -2.731602 -1.796236     -1.796236     -1.796236  -0.935367     -0.935367     -0.935367                   0.0                         0.0                         0.0  178.854197
666  2019-05-07  181.627540  166.546275  194.232716   181.627540   181.627540       -1.847396             -1.847396             -1.847396 -1.300205     -1.300205     -1.300205  -0.547191     -0.547191     -0.547191                   0.0                         0.0                         0.0  179.780144
667  2019-05-08  181.669281  165.765846  193.717991   181.669281   181.669281       -1.552380             -1.552380             -1.552380 -1.362021     -1.362021     -1.362021  -0.190360     -0.190360     -0.190360                   0.0                         0.0                         0.0  180.116901
668  2019-05-09  181.711022  167.057675  194.167393   181.711022   181.711022       -1.269766             -1.269766             -1.269766 -1.404170     -1.404170     -1.404170   0.134404      0.134404      0.134404                   0.0                         0.0                         0.0  180.441256
669  2019-05-10  181.752762  166.440376  194.618211   181.752762   181.752762       -1.013524             -1.013524             -1.013524 -1.440414     -1.440414     -1.440414   0.426890      0.426890      0.426890                   0.0                         0.0                         0.0  180.739239
670  2019-05-13  181.877985  166.187968  194.653187   181.877985   181.877985       -0.679793             -0.679793             -0.679793 -1.796236     -1.796236     -1.796236   1.116442      1.116442      1.116442                   0.0                         0.0                         0.0  181.198192
671  2019-05-14  181.919726  168.208059  197.035749   181.919726   181.919726       -0.012059             -0.012059             -0.012059 -1.300205     -1.300205     -1.300205   1.288146      1.288146      1.288146                   0.0                         0.0                         0.0  181.907667
672  2019-05-15  181.961466  168.359878  196.469020   181.961466   181.961466        0.072190              0.072190              0.072190 -1.362021     -1.362021     -1.362021   1.434211      1.434211      1.434211                   0.0                         0.0                         0.0  182.033657
673  2019-05-16  182.003207  167.761308  196.113736   182.003207   182.003207        0.153152              0.153152              0.153152 -1.404170     -1.404170     -1.404170   1.557323      1.557323      1.557323                   0.0                         0.0                         0.0  182.156360
674  2019-05-17  182.044948  168.016762  196.725849   182.044948   182.044948        0.220091              0.220091              0.220091 -1.440414     -1.440414     -1.440414   1.660504      1.660504      1.660504                   0.0                         0.0                         0.0  182.265039
675  2019-05-20  182.170170  168.828553  196.857546   182.170170   182.170170        0.087994              0.087994              0.087994 -1.796236     -1.796236     -1.796236   1.884230      1.884230      1.884230                   0.0                         0.0                         0.0  182.258165
676  2019-05-21  182.211911  168.892552  196.460432   182.211911   182.211911        0.641872              0.641872              0.641872 -1.300205     -1.300205     -1.300205   1.942077      1.942077      1.942077                   0.0                         0.0                         0.0  182.853783
677  2019-05-22  182.253652  169.297128  197.540979   182.253652   182.253652        0.635500              0.635500              0.635500 -1.362021     -1.362021     -1.362021   1.997520      1.997520      1.997520                   0.0                         0.0                         0.0  182.889152
678  2019-05-23  182.295393  169.228773  197.436313   182.295393   182.295393        0.649806              0.649806              0.649806 -1.404170     -1.404170     -1.404170   2.053976      2.053976      2.053976                   0.0                         0.0                         0.0  182.945199
679  2019-05-24  182.337134  168.742431  196.737616   182.337134   182.337134        0.674230              0.674230              0.674230 -1.440414     -1.440414     -1.440414   2.114644      2.114644      2.114644                   0.0                         0.0                         0.0  183.011364
680  2019-05-28  182.504097  170.387168  197.293671   182.504097   182.504097        1.151950              1.151950              1.151950 -1.300205     -1.300205     -1.300205   2.452155      2.452155      2.452155                   0.0                         0.0                         0.0  183.656047
681  2019-05-29  182.545838  170.016669  198.490786   182.545838   182.545838        1.207887              1.207887              1.207887 -1.362021     -1.362021     -1.362021   2.569908      2.569908      2.569908                   0.0                         0.0                         0.0  183.753725
682  2019-05-30  182.587579  169.793077  197.138184   182.587579   182.587579        1.299122              1.299122              1.299122 -1.404170     -1.404170     -1.404170   2.703292      2.703292      2.703292                   0.0                         0.0                         0.0  183.886701
683  2019-05-31  182.629319  170.124719  197.424001   182.629319   182.629319        1.412209              1.412209              1.412209 -1.440414     -1.440414     -1.440414   2.852623      2.852623      2.852623                   0.0                         0.0                         0.0  184.041528
684  2019-06-03  182.754542  170.295149  198.497201   182.754542   182.754542        1.596532              1.596532              1.596532 -1.796236     -1.796236     -1.796236   3.392768      3.392768      3.392768                   0.0                         0.0                         0.0  184.351074
685  2019-06-04  182.796283  171.321611  200.094007   182.796283   182.796283        2.300196              2.300196              2.300196 -1.300205     -1.300205     -1.300205   3.600401      3.600401      3.600401                   0.0                         0.0                         0.0  185.096479
686  2019-06-05  182.838023  171.689188  198.448616   182.838023   182.838023        2.457444              2.457444              2.457444 -1.362021     -1.362021     -1.362021   3.819465      3.819465      3.819465                   0.0                         0.0                         0.0  185.295467
687  2019-06-06  182.879764  171.728553  199.875781   182.879764   182.879764        2.644028              2.644028              2.644028 -1.404170     -1.404170     -1.404170   4.048198      4.048198      4.048198                   0.0                         0.0                         0.0  185.523792
688  2019-06-07  182.921505  172.057562  198.876433   182.921505   182.921505        2.844301              2.844301              2.844301 -1.440414     -1.440414     -1.440414   4.284715      4.284715      4.284715                   0.0                         0.0                         0.0  185.765806
689  2019-06-10  183.046727  172.378526  200.335733   183.046727   183.046727        3.225608              3.225608              3.225608 -1.796236     -1.796236     -1.796236   5.021843      5.021843      5.021843                   0.0                         0.0                         0.0  186.272335
690  2019-06-11  183.088468  172.791699  199.920080   183.088468   183.088468        3.970606              3.970606              3.970606 -1.300205     -1.300205     -1.300205   5.270811      5.270811      5.270811                   0.0                         0.0                         0.0  187.059074
691  2019-06-12  183.130209  173.833007  200.900605   183.130209   183.130209        4.156886              4.156886              4.156886 -1.362021     -1.362021     -1.362021   5.518906      5.518906      5.518906                   0.0                         0.0                         0.0  187.287095
692  2019-06-13  183.171950  173.734642  201.401769   183.171950   183.171950        4.360861              4.360861              4.360861 -1.404170     -1.404170     -1.404170   5.765032      5.765032      5.765032                   0.0                         0.0                         0.0  187.532811
693  2019-06-14  183.213691  174.279910  201.954257   183.213691   183.213691        4.568011              4.568011              4.568011 -1.440414     -1.440414     -1.440414   6.008424      6.008424      6.008424                   0.0                         0.0                         0.0  187.781701
694  2019-06-17  183.338913  174.606680  201.601107   183.338913   183.338913        4.923885              4.923885              4.923885 -1.796236     -1.796236     -1.796236   6.720121      6.720121      6.720121                   0.0                         0.0                         0.0  188.262798
695  2019-06-18  183.380654  175.089522  202.924826   183.380654   183.380654        5.652180              5.652180              5.652180 -1.300205     -1.300205     -1.300205   6.952385      6.952385      6.952385                   0.0                         0.0                         0.0  189.032834
696  2019-06-19  183.422395  175.228707  203.068391   183.422395   183.422395        5.821637              5.821637              5.821637 -1.362021     -1.362021     -1.362021   7.183657      7.183657      7.183657                   0.0                         0.0                         0.0  189.244031
697  2019-06-20  183.464135  175.614366  203.574565   183.464135   183.464135        6.011129              6.011129              6.011129 -1.404170     -1.404170     -1.404170   7.415300      7.415300      7.415300                   0.0                         0.0                         0.0  189.475265
698  2019-06-21  183.505876  176.447404  203.497986   183.505876   183.505876        6.208501              6.208501              6.208501 -1.440414     -1.440414     -1.440414   7.648915      7.648915      7.648915                   0.0                         0.0                         0.0  189.714377
699  2019-06-24  183.631099  176.374347  203.940914   183.631099   183.631099        6.583492              6.583492              6.583492 -1.796236     -1.796236     -1.796236   8.379728      8.379728      8.379728                   0.0                         0.0                         0.0  190.214591
700  2019-06-25  183.672840  176.679406  204.915650   183.672840   183.672840        7.339298              7.339298              7.339298 -1.300205     -1.300205     -1.300205   8.639503      8.639503      8.639503                   0.0                         0.0                         0.0  191.012137
701  2019-06-26  183.714580  177.026990  205.166822   183.714580   183.714580        7.548194              7.548194              7.548194 -1.362021     -1.362021     -1.362021   8.910215      8.910215      8.910215                   0.0                         0.0                         0.0  191.262775
702  2019-06-27  183.756321  177.760413  205.737561   183.756321   183.756321        7.789073              7.789073              7.789073 -1.404170     -1.404170     -1.404170   9.193243      9.193243      9.193243                   0.0                         0.0                         0.0  191.545394
703  2019-06-28  183.798062  177.042617  205.747675   183.798062   183.798062        8.049212              8.049212              8.049212 -1.440414     -1.440414     -1.440414   9.489625      9.489625      9.489625                   0.0                         0.0                         0.0  191.847274
704  2019-07-01  183.923284  178.225941  207.196118   183.923284   183.923284        8.666321              8.666321              8.666321 -1.796236     -1.796236     -1.796236  10.462557     10.462557     10.462557                   0.0                         0.0                         0.0  192.589606
705  2019-07-02  183.965025  178.967457  207.420654   183.965025   183.965025        9.513156              9.513156              9.513156 -1.300205     -1.300205     -1.300205  10.813361     10.813361     10.813361                   0.0                         0.0                         0.0  193.478181
706  2019-07-03  184.006766  179.435437  208.260356   184.006766   184.006766        9.813202              9.813202              9.813202 -1.362021     -1.362021     -1.362021  11.175223     11.175223     11.175223                   0.0                         0.0                         0.0  193.819968
707  2019-07-05  184.090248  180.804861  209.578846   184.090248   184.090248       10.482146             10.482146             10.482146 -1.440414     -1.440414     -1.440414  11.922559     11.922559     11.922559                   0.0                         0.0                         0.0  194.572393
708  2019-07-08  184.215470  181.066370  209.548844   184.215470   184.215470       11.255329             11.255329             11.255329 -1.796236     -1.796236     -1.796236  13.051565     13.051565     13.051565                   0.0                         0.0                         0.0  195.470799
709  2019-07-09  184.257211  181.960053  211.511734   184.257211   184.257211       12.112759             12.112759             12.112759 -1.300205     -1.300205     -1.300205  13.412964     13.412964     13.412964                   0.0                         0.0                         0.0  196.369969
710  2019-07-10  184.298952  183.050333  209.899627   184.298952   184.298952       12.396690             12.396690             12.396690 -1.362021     -1.362021     -1.362021  13.758711     13.758711     13.758711                   0.0                         0.0                         0.0  196.695642
711  2019-07-11  184.340692  183.277591  211.124441   184.340692   184.340692       12.679421             12.679421             12.679421 -1.404170     -1.404170     -1.404170  14.083592     14.083592     14.083592                   0.0                         0.0                         0.0  197.020114
712  2019-07-12  184.382433  184.127090  211.930682   184.382433   184.382433       12.941946             12.941946             12.941946 -1.440414     -1.440414     -1.440414  14.382360     14.382360     14.382360                   0.0                         0.0                         0.0  197.324379
713  2019-07-15  184.507656  184.012540  211.930654   184.507656   184.507656       13.275598             13.275598             13.275598 -1.796236     -1.796236     -1.796236  15.071834     15.071834     15.071834                   0.0                         0.0                         0.0  197.783254
714  2019-07-16  184.549396  184.597921  211.534160   184.549396   184.549396       13.917521             13.917521             13.917521 -1.300205     -1.300205     -1.300205  15.217726     15.217726     15.217726                   0.0                         0.0                         0.0  198.466917
715  2019-07-17  184.591137  183.574296  212.858807   184.591137   184.591137       13.953467             13.953467             13.953467 -1.362021     -1.362021     -1.362021  15.315488     15.315488     15.315488                   0.0                         0.0                         0.0  198.544604
716  2019-07-18  184.632878  184.262402  212.286282   184.632878   184.632878       13.958306             13.958306             13.958306 -1.404170     -1.404170     -1.404170  15.362476     15.362476     15.362476                   0.0                         0.0                         0.0  198.591184
717  2019-07-19  184.674619  185.542682  212.431979   184.674619   184.674619       13.916491             13.916491             13.916491 -1.440414     -1.440414     -1.440414  15.356904     15.356904     15.356904                   0.0                         0.0                         0.0  198.591110
718  2019-07-22  184.799841  183.984290  212.171898   184.799841   184.799841       13.225178             13.225178             13.225178 -1.796236     -1.796236     -1.796236  15.021414     15.021414     15.021414                   0.0                         0.0                         0.0  198.025020
719  2019-07-23  184.841582  184.651241  212.463356   184.841582   184.841582       13.507161             13.507161             13.507161 -1.300205     -1.300205     -1.300205  14.807366     14.807366     14.807366                   0.0                         0.0                         0.0  198.348743
720  2019-07-24  184.883323  184.717263  211.827279   184.883323   184.883323       13.184862             13.184862             13.184862 -1.362021     -1.362021     -1.362021  14.546882     14.546882     14.546882                   0.0                         0.0                         0.0  198.068185
721  2019-07-25  184.925064  184.165758  210.791430   184.925064   184.925064       12.840158             12.840158             12.840158 -1.404170     -1.404170     -1.404170  14.244329     14.244329     14.244329                   0.0                         0.0                         0.0  197.765222
722  2019-07-26  184.966805  182.494010  211.676534   184.966805   184.966805       12.464628             12.464628             12.464628 -1.440414     -1.440414     -1.440414  13.905042     13.905042     13.905042                   0.0                         0.0                         0.0  197.431433
723  2019-07-29  185.092027  182.531151  209.602860   185.092027   185.092027       10.936569             10.936569             10.936569 -1.796236     -1.796236     -1.796236  12.732804     12.732804     12.732804                   0.0                         0.0                         0.0  196.028596
724  2019-07-30  185.133768  182.559353  210.364845   185.133768   185.133768       11.015772             11.015772             11.015772 -1.300205     -1.300205     -1.300205  12.315977     12.315977     12.315977                   0.0                         0.0                         0.0  196.149540
725  2019-07-31  185.177119  181.076448  209.873214   185.177119   185.177119       10.537948             10.537948             10.537948 -1.362021     -1.362021     -1.362021  11.899968     11.899968     11.899968                   0.0                         0.0                         0.0  195.715067
726  2019-08-01  185.220471  181.051354  209.339282   185.220471   185.220471       10.089272             10.089272             10.089272 -1.404170     -1.404170     -1.404170  11.493442     11.493442     11.493442                   0.0                         0.0                         0.0  195.309742
727  2019-08-02  185.263822  181.197085  208.190026   185.263822   185.263822        9.664628              9.664628              9.664628 -1.440414     -1.440414     -1.440414  11.105042     11.105042     11.105042                   0.0                         0.0                         0.0  194.928450
728  2019-08-05  185.393876  180.285970  209.331487   185.393876   185.393876        8.334482              8.334482              8.334482 -1.796236     -1.796236     -1.796236  10.130717     10.130717     10.130717                   0.0                         0.0                         0.0  193.728358
729  2019-08-06  185.437227  179.904932  208.321797   185.437227   185.437227        8.594007              8.594007              8.594007 -1.300205     -1.300205     -1.300205   9.894212      9.894212      9.894212                   0.0                         0.0                         0.0  194.031235
730  2019-08-07  185.480579  179.953456  207.261512   185.480579   185.480579        8.350168              8.350168              8.350168 -1.362021     -1.362021     -1.362021   9.712188      9.712188      9.712188                   0.0                         0.0                         0.0  193.830746
731  2019-08-08  185.523930  179.190831  206.885267   185.523930   185.523930        8.185172              8.185172              8.185172 -1.404170     -1.404170     -1.404170   9.589342      9.589342      9.589342                   0.0                         0.0                         0.0  193.709102
732  2019-08-09  185.567281  179.375260  206.960793   185.567281   185.567281        8.088766              8.088766              8.088766 -1.440414     -1.440414     -1.440414   9.529180      9.529180      9.529180                   0.0                         0.0                         0.0  193.656047
733  2019-08-12  185.697335  178.998845  206.708109   185.697335   185.697335        7.943882              7.943882              7.943882 -1.796236     -1.796236     -1.796236   9.740118      9.740118      9.740118                   0.0                         0.0                         0.0  193.641218
734  2019-08-13  185.740687  180.393274  208.457237   185.740687   185.740687        8.638861              8.638861              8.638861 -1.300205     -1.300205     -1.300205   9.939066      9.939066      9.939066                   0.0                         0.0                         0.0  194.379547
735  2019-08-14  185.784038  181.559032  209.264362   185.784038   185.784038        8.835871              8.835871              8.835871 -1.362021     -1.362021     -1.362021  10.197892     10.197892     10.197892                   0.0                         0.0                         0.0  194.619909
736  2019-08-15  185.827389  180.333859  209.008978   185.827389   185.827389        9.107711              9.107711              9.107711 -1.404170     -1.404170     -1.404170  10.511882     10.511882     10.511882                   0.0                         0.0                         0.0  194.935101
737  2019-08-16  185.870741  180.906330  209.659807   185.870741   185.870741        9.434635              9.434635              9.434635 -1.440414     -1.440414     -1.440414  10.875049     10.875049     10.875049                   0.0                         0.0                         0.0  195.305376
738  2019-08-19  186.000795  182.276495  210.694011   186.000795   186.000795       10.386881             10.386881             10.386881 -1.796236     -1.796236     -1.796236  12.183117     12.183117     12.183117                   0.0                         0.0                         0.0  196.387676
739  2019-08-20  186.044146  183.588985  211.820500   186.044146   186.044146       11.361786             11.361786             11.361786 -1.300205     -1.300205     -1.300205  12.661991     12.661991     12.661991                   0.0                         0.0                         0.0  197.405932
740  2019-08-21  186.087498  183.896556  211.753640   186.087498   186.087498       11.783631             11.783631             11.783631 -1.362021     -1.362021     -1.362021  13.145652     13.145652     13.145652                   0.0                         0.0                         0.0  197.871129
741  2019-08-22  186.130849  185.046820  212.756771   186.130849   186.130849       12.219377             12.219377             12.219377 -1.404170     -1.404170     -1.404170  13.623547     13.623547     13.623547                   0.0                         0.0                         0.0  198.350226
742  2019-08-23  186.174200  185.771541  213.222871   186.174200   186.174200       12.644624             12.644624             12.644624 -1.440414     -1.440414     -1.440414  14.085038     14.085038     14.085038                   0.0                         0.0                         0.0  198.818824
743  2019-08-26  186.304254  186.036229  213.200771   186.304254   186.304254       13.471650             13.471650             13.471650 -1.796236     -1.796236     -1.796236  15.267886     15.267886     15.267886                   0.0                         0.0                         0.0  199.775905
744  2019-08-27  186.347606  186.574135  214.208752   186.347606   186.347606       14.262876             14.262876             14.262876 -1.300205     -1.300205     -1.300205  15.563081     15.563081     15.563081                   0.0                         0.0                         0.0  200.610481
745  2019-08-28  186.390957  186.445472  214.987412   186.390957   186.390957       14.432706             14.432706             14.432706 -1.362021     -1.362021     -1.362021  15.794727     15.794727     15.794727                   0.0                         0.0                         0.0  200.823663
746  2019-08-29  186.434308  187.159494  214.743585   186.434308   186.434308       14.551772             14.551772             14.551772 -1.404170     -1.404170     -1.404170  15.955942     15.955942     15.955942                   0.0                         0.0                         0.0  200.986081
