Stock Information for Ticker: FB
High         2.020886e+02
Low          1.974644e+02
Open         1.997521e+02
Close        1.998744e+02
Volume       2.030946e+07
Adj Close    1.998744e+02


              High          Low         Open        Close        Volume    Adj Close
count  1258.000000  1258.000000  1258.000000  1258.000000  1.258000e+03  1258.000000
mean    202.088649   197.464440   199.752122   199.874404  2.030946e+07   199.874404
std      61.474315    59.930320    60.630514    60.743177  1.239795e+07    60.743177
min     116.480003   113.550003   114.480003   115.050003  5.324760e+06   115.050003
25%     162.105000   157.687504   159.745003   159.700001  1.320985e+07   159.700001
50%     183.754997   179.930000   181.830002   181.744995  1.719975e+07   181.744995
75%     233.390003   227.282501   230.212502   231.397495  2.311872e+07   231.397495
max     384.329987   378.809998   381.500000   382.179993  1.698037e+08   382.179993


             ds       trend  yhat_lower  yhat_upper  trend_lower  trend_upper  additive_terms  additive_terms_lower  additive_terms_upper    weekly  weekly_lower  weekly_upper     yearly  yearly_lower  yearly_upper  multiplicative_terms  multiplicative_terms_lower  multiplicative_terms_upper        yhat
359  2018-02-14  188.190411  167.085449  194.223126   188.190411   188.190411       -7.653378             -7.653378             -7.653378 -1.362021     -1.362021     -1.362021  -6.291357     -6.291357     -6.291357                   0.0                         0.0                         0.0  180.537033
360  2018-02-15  188.297103  166.218925  194.433054   188.297103   188.297103       -7.944150             -7.944150             -7.944150 -1.404170     -1.404170     -1.404170  -6.539980     -6.539980     -6.539980                   0.0                         0.0                         0.0  180.352953
361  2018-02-16  188.403795  165.863294  193.162621   188.403795   188.403795       -8.236869             -8.236869             -8.236869 -1.440414     -1.440414     -1.440414  -6.796455     -6.796455     -6.796455                   0.0                         0.0                         0.0  180.166926
362  2018-02-20  188.830564  166.079047  193.663490   188.830564   188.830564       -9.235115             -9.235115             -9.235115 -1.300205     -1.300205     -1.300205  -7.934910     -7.934910     -7.934910                   0.0                         0.0                         0.0  179.595449
363  2018-02-21  188.785213  165.074755  193.177815   188.785213   188.785213       -9.618251             -9.618251             -9.618251 -1.362021     -1.362021     -1.362021  -8.256231     -8.256231     -8.256231                   0.0                         0.0                         0.0  179.166961
364  2018-02-22  188.739861  165.739496  192.548951   188.739861   188.739861       -9.999423             -9.999423             -9.999423 -1.404170     -1.404170     -1.404170  -8.595253     -8.595253     -8.595253                   0.0                         0.0                         0.0  178.740438
365  2018-02-23  188.694510  164.181162  191.840599   188.694510   188.694510      -10.393486            -10.393486            -10.393486 -1.440414     -1.440414     -1.440414  -8.953072     -8.953072     -8.953072                   0.0                         0.0                         0.0  178.301024
366  2018-02-26  188.558455  162.884270  191.495641   188.558455   188.558455      -11.941048            -11.941048            -11.941048 -1.796236     -1.796236     -1.796236 -10.144812    -10.144812    -10.144812                   0.0                         0.0                         0.0  176.617407
367  2018-02-27  188.513104  162.553441  190.894335   188.513104   188.513104      -11.881366            -11.881366            -11.881366 -1.300205     -1.300205     -1.300205 -10.581161    -10.581161    -10.581161                   0.0                         0.0                         0.0  176.631738
368  2018-02-28  188.467752  162.435925  190.127674   188.467752   188.467752      -12.397726            -12.397726            -12.397726 -1.362021     -1.362021     -1.362021 -11.035705    -11.035705    -11.035705                   0.0                         0.0                         0.0  176.070026
369  2018-03-01  188.422401  161.401480  188.458138   188.422401   188.422401      -12.911057            -12.911057            -12.911057 -1.404170     -1.404170     -1.404170 -11.506887    -11.506887    -11.506887                   0.0                         0.0                         0.0  175.511343
370  2018-03-02  188.377049  160.145268  188.804588   188.377049   188.377049      -13.433066            -13.433066            -13.433066 -1.440414     -1.440414     -1.440414 -11.992653    -11.992653    -11.992653                   0.0                         0.0                         0.0  174.943983
371  2018-03-05  188.240995  159.622527  186.988330   188.240995   188.240995      -15.306281            -15.306281            -15.306281 -1.796236     -1.796236     -1.796236 -13.510045    -13.510045    -13.510045                   0.0                         0.0                         0.0  172.934714
372  2018-03-06  188.195643  157.605026  187.368802   188.195643   188.195643      -15.324948            -15.324948            -15.324948 -1.300205     -1.300205     -1.300205 -14.024743    -14.024743    -14.024743                   0.0                         0.0                         0.0  172.870695
373  2018-03-07  188.150292  159.101319  186.984202   188.150292   188.150292      -15.899546            -15.899546            -15.899546 -1.362021     -1.362021     -1.362021 -14.537525    -14.537525    -14.537525                   0.0                         0.0                         0.0  172.250746
374  2018-03-08  188.104940  157.208913  185.049198   188.104940   188.104940      -16.448408            -16.448408            -16.448408 -1.404170     -1.404170     -1.404170 -15.044237    -15.044237    -15.044237                   0.0                         0.0                         0.0  171.656533
375  2018-03-09  188.059589  157.594318  185.922406   188.059589   188.059589      -16.981023            -16.981023            -16.981023 -1.440414     -1.440414     -1.440414 -15.540609    -15.540609    -15.540609                   0.0                         0.0                         0.0  171.078566
376  2018-03-12  187.923534  155.109554  183.388552   187.923534   187.923534      -18.721239            -18.721239            -18.721239 -1.796236     -1.796236     -1.796236 -16.925003    -16.925003    -16.925003                   0.0                         0.0                         0.0  169.202296
377  2018-03-13  187.878183  155.093269  182.854388   187.878183   187.878183      -18.638123            -18.638123            -18.638123 -1.300205     -1.300205     -1.300205 -17.337918    -17.337918    -17.337918                   0.0                         0.0                         0.0  169.240060
378  2018-03-14  187.832832  155.227093  182.673283   187.832832   187.832832      -19.082325            -19.082325            -19.082325 -1.362021     -1.362021     -1.362021 -17.720304    -17.720304    -17.720304                   0.0                         0.0                         0.0  168.750506
379  2018-03-15  187.787480  155.788536  183.147774   187.787480   187.787480      -19.473068            -19.473068            -19.473068 -1.404170     -1.404170     -1.404170 -18.068897    -18.068897    -18.068897                   0.0                         0.0                         0.0  168.314412
380  2018-03-16  187.742129  153.601928  182.287034   187.742129   187.742129      -19.821256            -19.821256            -19.821256 -1.440414     -1.440414     -1.440414 -18.380842    -18.380842    -18.380842                   0.0                         0.0                         0.0  167.920873
381  2018-03-19  187.606074  152.945145  180.888950   187.606074   187.606074      -20.871497            -20.871497            -20.871497 -1.796236     -1.796236     -1.796236 -19.075261    -19.075261    -19.075261                   0.0                         0.0                         0.0  166.734578
382  2018-03-20  187.560723  153.031586  181.460848   187.560723   187.560723      -20.521814            -20.521814            -20.521814 -1.300205     -1.300205     -1.300205 -19.221609    -19.221609    -19.221609                   0.0                         0.0                         0.0  167.038909
383  2018-03-21  187.515371  153.648139  181.672236   187.515371   187.515371      -20.686379            -20.686379            -20.686379 -1.362021     -1.362021     -1.362021 -19.324359    -19.324359    -19.324359                   0.0                         0.0                         0.0  166.828992
384  2018-03-22  187.470020  151.996659  180.243163   187.470020   187.470020      -20.787819            -20.787819            -20.787819 -1.404170     -1.404170     -1.404170 -19.383648    -19.383648    -19.383648                   0.0                         0.0                         0.0  166.682201
385  2018-03-23  187.424668  153.988048  180.740364   187.424668   187.424668      -20.840499            -20.840499            -20.840499 -1.440414     -1.440414     -1.440414 -19.400086    -19.400086    -19.400086                   0.0                         0.0                         0.0  166.584169
386  2018-03-26  187.288614  152.719247  180.158437   187.288614   187.288614      -21.000783            -21.000783            -21.000783 -1.796236     -1.796236     -1.796236 -19.204548    -19.204548    -19.204548                   0.0                         0.0                         0.0  166.287831
387  2018-03-27  187.243262  152.800618  180.780147   187.243262   187.243262      -20.363731            -20.363731            -20.363731 -1.300205     -1.300205     -1.300205 -19.063526    -19.063526    -19.063526                   0.0                         0.0                         0.0  166.879532
388  2018-03-28  187.197911  152.252481  180.749004   187.197911   187.197911      -20.250117            -20.250117            -20.250117 -1.362021     -1.362021     -1.362021 -18.888097    -18.888097    -18.888097                   0.0                         0.0                         0.0  166.947793
389  2018-03-29  187.152559  152.821889  180.334378   187.152559   187.152559      -20.084778            -20.084778            -20.084778 -1.404170     -1.404170     -1.404170 -18.680608    -18.680608    -18.680608                   0.0                         0.0                         0.0  167.067781
390  2018-04-02  186.971154  152.837863  181.462606   186.971154   186.971154      -19.374088            -19.374088            -19.374088 -1.796236     -1.796236     -1.796236 -17.577853    -17.577853    -17.577853                   0.0                         0.0                         0.0  167.597065
391  2018-04-03  186.925802  154.965856  181.862967   186.925802   186.925802      -18.545500            -18.545500            -18.545500 -1.300205     -1.300205     -1.300205 -17.245295    -17.245295    -17.245295                   0.0                         0.0                         0.0  168.380302
392  2018-04-04  186.880451  154.996149  181.381350   186.880451   186.880451      -18.256010            -18.256010            -18.256010 -1.362021     -1.362021     -1.362021 -16.893989    -16.893989    -16.893989                   0.0                         0.0                         0.0  168.624440
393  2018-04-05  186.835099  155.085996  183.830992   186.835099   186.835099      -17.929737            -17.929737            -17.929737 -1.404170     -1.404170     -1.404170 -16.525566    -16.525566    -16.525566                   0.0                         0.0                         0.0  168.905362
394  2018-04-06  186.789748  155.485801  182.404465   186.789748   186.789748      -17.581820            -17.581820            -17.581820 -1.440414     -1.440414     -1.440414 -16.141406    -16.141406    -16.141406                   0.0                         0.0                         0.0  169.207928
395  2018-04-09  186.653693  156.518817  183.759150   186.653693   186.653693      -16.700761            -16.700761            -16.700761 -1.796236     -1.796236     -1.796236 -14.904525    -14.904525    -14.904525                   0.0                         0.0                         0.0  169.952932
396  2018-04-10  186.608342  156.374397  185.025927   186.608342   186.608342      -15.766465            -15.766465            -15.766465 -1.300205     -1.300205     -1.300205 -14.466260    -14.466260    -14.466260                   0.0                         0.0                         0.0  170.841877
397  2018-04-11  186.562990  157.009903  186.341223   186.562990   186.562990      -15.377608            -15.377608            -15.377608 -1.362021     -1.362021     -1.362021 -14.015587    -14.015587    -14.015587                   0.0                         0.0                         0.0  171.185382
398  2018-04-12  186.517639  157.263871  185.652329   186.517639   186.517639      -14.956798            -14.956798            -14.956798 -1.404170     -1.404170     -1.404170 -13.552628    -13.552628    -13.552628                   0.0                         0.0                         0.0  171.560840
399  2018-04-13  186.472287  157.561260  185.881086   186.472287   186.472287      -14.517831            -14.517831            -14.517831 -1.440414     -1.440414     -1.440414 -13.077417    -13.077417    -13.077417                   0.0                         0.0                         0.0  171.954456
400  2018-04-16  186.336233  159.628690  186.269607   186.336233   186.336233      -13.374656            -13.374656            -13.374656 -1.796236     -1.796236     -1.796236 -11.578420    -11.578420    -11.578420                   0.0                         0.0                         0.0  172.961577
401  2018-04-17  186.290881  160.402614  188.135009   186.290881   186.290881      -12.354859            -12.354859            -12.354859 -1.300205     -1.300205     -1.300205 -11.054654    -11.054654    -11.054654                   0.0                         0.0                         0.0  173.936023
402  2018-04-18  186.245530  161.980064  187.987447   186.245530   186.245530      -11.881370            -11.881370            -11.881370 -1.362021     -1.362021     -1.362021 -10.519349    -10.519349    -10.519349                   0.0                         0.0                         0.0  174.364160
403  2018-04-19  186.200178  161.717817  188.189540   186.200178   186.200178      -11.377281            -11.377281            -11.377281 -1.404170     -1.404170     -1.404170  -9.973111     -9.973111     -9.973111                   0.0                         0.0                         0.0  174.822897
404  2018-04-20  186.154827  160.646544  190.173774   186.154827   186.154827      -10.857210            -10.857210            -10.857210 -1.440414     -1.440414     -1.440414  -9.416796     -9.416796     -9.416796                   0.0                         0.0                         0.0  175.297617
405  2018-04-23  186.018773  162.614977  191.463266   186.018773   186.018773       -9.496469             -9.496469             -9.496469 -1.796236     -1.796236     -1.796236  -7.700234     -7.700234     -7.700234                   0.0                         0.0                         0.0  176.522303
406  2018-04-24  185.973421  164.154045  192.159981   185.973421   185.973421       -8.418154             -8.418154             -8.418154 -1.300205     -1.300205     -1.300205  -7.117949     -7.117949     -7.117949                   0.0                         0.0                         0.0  177.555267
407  2018-04-25  185.928070  163.102446  191.207145   185.928070   185.928070       -7.896254             -7.896254             -7.896254 -1.362021     -1.362021     -1.362021  -6.534233     -6.534233     -6.534233                   0.0                         0.0                         0.0  178.031816
408  2018-04-26  185.882718  165.048467  192.309638   185.882718   185.882718       -7.355824             -7.355824             -7.355824 -1.404170     -1.404170     -1.404170  -5.951653     -5.951653     -5.951653                   0.0                         0.0                         0.0  178.526895
409  2018-04-27  185.837367  164.607504  192.771934   185.837367   185.837367       -6.813407             -6.813407             -6.813407 -1.440414     -1.440414     -1.440414  -5.372994     -5.372994     -5.372994                   0.0                         0.0                         0.0  179.023959
410  2018-04-30  185.701312  166.417473  193.326664   185.701312   185.701312       -5.486804             -5.486804             -5.486804 -1.796236     -1.796236     -1.796236  -3.690568     -3.690568     -3.690568                   0.0                         0.0                         0.0  180.214509
411  2018-05-01  185.655961  166.789609  196.425686   185.655961   185.655961       -4.458137             -4.458137             -4.458137 -1.300205     -1.300205     -1.300205  -3.157932     -3.157932     -3.157932                   0.0                         0.0                         0.0  181.197824
412  2018-05-02  185.610610  167.197515  195.188041   185.610610   185.610610       -4.006483             -4.006483             -4.006483 -1.362021     -1.362021     -1.362021  -2.644462     -2.644462     -2.644462                   0.0                         0.0                         0.0  181.604127
413  2018-05-03  185.565258  168.554549  194.287591   185.565258   185.565258       -3.557182             -3.557182             -3.557182 -1.404170     -1.404170     -1.404170  -2.153012     -2.153012     -2.153012                   0.0                         0.0                         0.0  182.008076
414  2018-05-04  185.519907  168.327987  197.058543   185.519907   185.519907       -3.126616             -3.126616             -3.126616 -1.440414     -1.440414     -1.440414  -1.686202     -1.686202     -1.686202                   0.0                         0.0                         0.0  182.393291
415  2018-05-07  185.383852  169.645544  196.655132   185.383852   185.383852       -2.251244             -2.251244             -2.251244 -1.796236     -1.796236     -1.796236  -0.455008     -0.455008     -0.455008                   0.0                         0.0                         0.0  183.132609
416  2018-05-08  185.338501  169.422045  198.501550   185.338501   185.338501       -1.406350             -1.406350             -1.406350 -1.300205     -1.300205     -1.300205  -0.106145     -0.106145     -0.106145                   0.0                         0.0                         0.0  183.932151
417  2018-05-09  185.293149  169.468807  198.224227   185.293149   185.293149       -1.151472             -1.151472             -1.151472 -1.362021     -1.362021     -1.362021   0.210549      0.210549      0.210549                   0.0                         0.0                         0.0  184.141677
418  2018-05-10  185.247798  171.048354  197.346396   185.247798   185.247798       -0.909177             -0.909177             -0.909177 -1.404170     -1.404170     -1.404170   0.494993      0.494993      0.494993                   0.0                         0.0                         0.0  184.338621
419  2018-05-11  185.202447  171.697151  198.192565   185.202447   185.202447       -0.692779             -0.692779             -0.692779 -1.440414     -1.440414     -1.440414   0.747635      0.747635      0.747635                   0.0                         0.0                         0.0  184.509668
420  2018-05-14  185.066392  171.496751  198.206355   185.066392   185.066392       -0.469268             -0.469268             -0.469268 -1.796236     -1.796236     -1.796236   1.326967      1.326967      1.326967                   0.0                         0.0                         0.0  184.597124
421  2018-05-15  185.021041  171.444591  198.712103   185.021041   185.021041        0.166823              0.166823              0.166823 -1.300205     -1.300205     -1.300205   1.467028      1.467028      1.467028                   0.0                         0.0                         0.0  185.187863
422  2018-05-16  184.975689  170.947043  198.372321   184.975689   184.975689        0.222841              0.222841              0.222841 -1.362021     -1.362021     -1.362021   1.584862      1.584862      1.584862                   0.0                         0.0                         0.0  185.198531
423  2018-05-17  184.930338  170.710718  198.599538   184.930338   184.930338        0.279396              0.279396              0.279396 -1.404170     -1.404170     -1.404170   1.683566      1.683566      1.683566                   0.0                         0.0                         0.0  185.209734
424  2018-05-18  184.884986  171.615788  198.716006   184.884986   184.884986        0.326071              0.326071              0.326071 -1.440414     -1.440414     -1.440414   1.766485      1.766485      1.766485                   0.0                         0.0                         0.0  185.211057
425  2018-05-21  184.748932  171.707240  199.668963   184.748932   184.748932        0.159791              0.159791              0.159791 -1.796236     -1.796236     -1.796236   1.956026      1.956026      1.956026                   0.0                         0.0                         0.0  184.908723
426  2018-05-22  184.703581  171.591066  199.270699   184.703581   184.703581        0.711205              0.711205              0.711205 -1.300205     -1.300205     -1.300205   2.011410      2.011410      2.011410                   0.0                         0.0                         0.0  185.414786
427  2018-05-23  184.658229  170.848919  199.485529   184.658229   184.658229        0.706608              0.706608              0.706608 -1.362021     -1.362021     -1.362021   2.068629      2.068629      2.068629                   0.0                         0.0                         0.0  185.364838
428  2018-05-24  184.612878  171.447079  198.717280   184.612878   184.612878        0.726647              0.726647              0.726647 -1.404170     -1.404170     -1.404170   2.130817      2.130817      2.130817                   0.0                         0.0                         0.0  185.339524
429  2018-05-25  184.567526  170.997362  199.647637   184.567526   184.567526        0.760391              0.760391              0.760391 -1.440414     -1.440414     -1.440414   2.200805      2.200805      2.200805                   0.0                         0.0                         0.0  185.327917
430  2018-05-29  184.386120  171.912923  198.822334   184.386120   184.386120        1.301563              1.301563              1.301563 -1.300205     -1.300205     -1.300205   2.601768      2.601768      2.601768                   0.0                         0.0                         0.0  185.687684
431  2018-05-30  184.340769  172.250869  199.687810   184.340769   184.340769        1.377107              1.377107              1.377107 -1.362021     -1.362021     -1.362021   2.739128      2.739128      2.739128                   0.0                         0.0                         0.0  185.717876
432  2018-05-31  184.295418  172.530673  199.072711   184.295418   184.295418        1.488269              1.488269              1.488269 -1.404170     -1.404170     -1.404170   2.892440      2.892440      2.892440                   0.0                         0.0                         0.0  185.783687
433  2018-06-01  184.250066  172.590429  199.488157   184.250066   184.250066        1.621037              1.621037              1.621037 -1.440414     -1.440414     -1.440414   3.061451      3.061451      3.061451                   0.0                         0.0                         0.0  185.871104
434  2018-06-04  184.114012  171.412929  198.911880   184.114012   184.114012        1.857926              1.857926              1.857926 -1.796236     -1.796236     -1.796236   3.654162      3.654162      3.654162                   0.0                         0.0                         0.0  185.971938
435  2018-06-05  184.068660  172.099780  199.833784   184.068660   184.068660        2.575609              2.575609              2.575609 -1.300205     -1.300205     -1.300205   3.875814      3.875814      3.875814                   0.0                         0.0                         0.0  186.644269
436  2018-06-06  184.023309  172.463417  199.477784   184.023309   184.023309        2.744652              2.744652              2.744652 -1.362021     -1.362021     -1.362021   4.106673      4.106673      4.106673                   0.0                         0.0                         0.0  186.767961
437  2018-06-07  183.977957  173.082413  201.250521   183.977957   183.977957        2.940663              2.940663              2.940663 -1.404170     -1.404170     -1.404170   4.344834      4.344834      4.344834                   0.0                         0.0                         0.0  186.918621
438  2018-06-08  183.932606  173.178169  201.744898   183.932606   183.932606        3.147948              3.147948              3.147948 -1.440414     -1.440414     -1.440414   4.588362      4.588362      4.588362                   0.0                         0.0                         0.0  187.080554
439  2018-06-11  183.796552  173.343552  201.080841   183.796552   183.796552        3.536729              3.536729              3.536729 -1.796236     -1.796236     -1.796236   5.332965      5.332965      5.332965                   0.0                         0.0                         0.0  187.333281
440  2018-06-12  183.751200  172.852386  202.501320   183.751200   183.751200        4.280453              4.280453              4.280453 -1.300205     -1.300205     -1.300205   5.580658      5.580658      5.580658                   0.0                         0.0                         0.0  188.031653
441  2018-06-13  183.705849  174.279482  202.700135   183.705849   183.705849        4.464137              4.464137              4.464137 -1.362021     -1.362021     -1.362021   5.826158      5.826158      5.826158                   0.0                         0.0                         0.0  188.169986
442  2018-06-14  183.660497  174.225453  201.636585   183.660497   183.660497        4.664620              4.664620              4.664620 -1.404170     -1.404170     -1.404170   6.068791      6.068791      6.068791                   0.0                         0.0                         0.0  188.325117
443  2018-06-15  183.434201  174.373928  203.084244   183.434201   183.434201        4.867838              4.867838              4.867838 -1.440414     -1.440414     -1.440414   6.308251      6.308251      6.308251                   0.0                         0.0                         0.0  188.302039
444  2018-06-18  182.755312  174.537615  201.867704   182.755312   182.755312        5.214012              5.214012              5.214012 -1.796236     -1.796236     -1.796236   7.010248      7.010248      7.010248                   0.0                         0.0                         0.0  187.969324
445  2018-06-19  182.529016  174.309662  201.455751   182.529016   182.529016        5.941269              5.941269              5.941269 -1.300205     -1.300205     -1.300205   7.241474      7.241474      7.241474                   0.0                         0.0                         0.0  188.470285
446  2018-06-20  182.302720  173.959362  201.344865   182.302720   182.302720        6.111431              6.111431              6.111431 -1.362021     -1.362021     -1.362021   7.473452      7.473452      7.473452                   0.0                         0.0                         0.0  188.414151
447  2018-06-21  182.076424  174.380397  201.809783   182.076424   182.076424        6.303661              6.303661              6.303661 -1.404170     -1.404170     -1.404170   7.707832      7.707832      7.707832                   0.0                         0.0                         0.0  188.380085
448  2018-06-22  181.850127  174.267490  202.468938   181.850127   181.850127        6.506006              6.506006              6.506006 -1.440414     -1.440414     -1.440414   7.946420      7.946420      7.946420                   0.0                         0.0                         0.0  188.356134
449  2018-06-25  181.171239  176.062836  201.896347   181.171239   181.171239        6.909861              6.909861              6.909861 -1.796236     -1.796236     -1.796236   8.706096      8.706096      8.706096                   0.0                         0.0                         0.0  188.081100
450  2018-06-26  180.944943  174.250592  202.112771   180.944943   180.944943        7.679565              7.679565              7.679565 -1.300205     -1.300205     -1.300205   8.979770      8.979770      8.979770                   0.0                         0.0                         0.0  188.624508
451  2018-06-27  180.718646  175.053426  202.692408   180.718646   180.718646        7.904035              7.904035              7.904035 -1.362021     -1.362021     -1.362021   9.266055      9.266055      9.266055                   0.0                         0.0                         0.0  188.622681
452  2018-06-28  180.492350  173.948567  202.236094   180.492350   180.492350        8.161720              8.161720              8.161720 -1.404170     -1.404170     -1.404170   9.565890      9.565890      9.565890                   0.0                         0.0                         0.0  188.654070
453  2018-06-29  180.266054  174.013979  202.872965   180.266054   180.266054        8.439361              8.439361              8.439361 -1.440414     -1.440414     -1.440414   9.879775      9.879775      9.879775                   0.0                         0.0                         0.0  188.705415
454  2018-07-02  179.587165  174.950324  202.858271   179.587165   179.587165        9.106631              9.106631              9.106631 -1.796236     -1.796236     -1.796236  10.902867     10.902867     10.902867                   0.0                         0.0                         0.0  188.693796
455  2018-07-03  179.360869  175.491104  202.737182   179.360869   179.360869        9.966962              9.966962              9.966962 -1.300205     -1.300205     -1.300205  11.267167     11.267167     11.267167                   0.0                         0.0                         0.0  189.327831
456  2018-07-05  178.908277  176.039867  202.897793   178.908277   178.908277       10.613097             10.613097             10.613097 -1.404170     -1.404170     -1.404170  12.017267     12.017267     12.017267                   0.0                         0.0                         0.0  189.521374
457  2018-07-06  178.681980  175.658649  203.382987   178.681980   178.681980       10.956099             10.956099             10.956099 -1.440414     -1.440414     -1.440414  12.396513     12.396513     12.396513                   0.0                         0.0                         0.0  189.638080
458  2018-07-09  178.003092  175.150744  203.251452   178.003092   178.003092       11.704834             11.704834             11.704834 -1.796236     -1.796236     -1.796236  13.501070     13.501070     13.501070                   0.0                         0.0                         0.0  189.707926
459  2018-07-10  177.776796  176.995969  204.500949   177.776796   177.776796       12.541888             12.541888             12.541888 -1.300205     -1.300205     -1.300205  13.842093     13.842093     13.842093                   0.0                         0.0                         0.0  190.318683
460  2018-07-11  177.550499  176.229350  203.999988   177.550499   177.550499       12.798915             12.798915             12.798915 -1.362021     -1.362021     -1.362021  14.160936     14.160936     14.160936                   0.0                         0.0                         0.0  190.349414
461  2018-07-12  177.324203  177.032861  204.627755   177.324203   177.324203       13.048194             13.048194             13.048194 -1.404170     -1.404170     -1.404170  14.452364     14.452364     14.452364                   0.0                         0.0                         0.0  190.372397
462  2018-07-13  177.097907  175.745948  204.754493   177.097907   177.097907       13.270864             13.270864             13.270864 -1.440414     -1.440414     -1.440414  14.711277     14.711277     14.711277                   0.0                         0.0                         0.0  190.368771
463  2018-07-16  176.419018  175.788462  203.623612   176.419018   176.419018       13.450560             13.450560             13.450560 -1.796236     -1.796236     -1.796236  15.246795     15.246795     15.246795                   0.0                         0.0                         0.0  189.869578
464  2018-07-17  176.192722  176.025708  203.912912   176.192722   176.192722       14.031875             14.031875             14.031875 -1.300205     -1.300205     -1.300205  15.332080     15.332080     15.332080                   0.0                         0.0                         0.0  190.224597
465  2018-07-18  175.966426  176.029642  203.693665   175.966426   175.966426       14.004040             14.004040             14.004040 -1.362021     -1.362021     -1.362021  15.366061     15.366061     15.366061                   0.0                         0.0                         0.0  189.970466
466  2018-07-19  175.740130  175.991180  202.627188   175.740130   175.740130       13.943007             13.943007             13.943007 -1.404170     -1.404170     -1.404170  15.347178     15.347178     15.347178                   0.0                         0.0                         0.0  189.683137
467  2018-07-20  175.513833  173.856074  202.792175   175.513833   175.513833       13.834415             13.834415             13.834415 -1.440414     -1.440414     -1.440414  15.274829     15.274829     15.274829                   0.0                         0.0                         0.0  189.348248
468  2018-07-23  174.834945  173.379754  201.723827   174.834945   174.834945       12.950209             12.950209             12.950209 -1.796236     -1.796236     -1.796236  14.746445     14.746445     14.746445                   0.0                         0.0                         0.0  187.785154
469  2018-07-24  174.608648  173.949849  201.847654   174.608648   174.608648       13.174790             13.174790             13.174790 -1.300205     -1.300205     -1.300205  14.474996     14.474996     14.474996                   0.0                         0.0                         0.0  187.783439
470  2018-07-25  174.382352  174.108544  201.261028   174.382352   174.382352       12.800701             12.800701             12.800701 -1.362021     -1.362021     -1.362021  14.162722     14.162722     14.162722                   0.0                         0.0                         0.0  187.183054
471  2018-07-26  174.156056  173.165977  201.004532   174.156056   174.156056       12.411022             12.411022             12.411022 -1.404170     -1.404170     -1.404170  13.815192     13.815192     13.815192                   0.0                         0.0                         0.0  186.567078
472  2018-07-27  173.929760  172.330303  199.843564   173.929760   173.929760       11.998423             11.998423             11.998423 -1.440414     -1.440414     -1.440414  13.438836     13.438836     13.438836                   0.0                         0.0                         0.0  185.928182
473  2018-07-30  173.250871  169.986188  197.310173   173.250871   173.250871       10.415326             10.415326             10.415326 -1.796236     -1.796236     -1.796236  12.211561     12.211561     12.211561                   0.0                         0.0                         0.0  183.666197
474  2018-07-31  173.024575  169.231296  197.159694   173.024575   173.024575       10.496903             10.496903             10.496903 -1.300205     -1.300205     -1.300205  11.797108     11.797108     11.797108                   0.0                         0.0                         0.0  183.521478
475  2018-08-01  172.798279  169.503808  198.090784   172.798279   172.798279       10.032288             10.032288             10.032288 -1.362021     -1.362021     -1.362021  11.394308     11.394308     11.394308                   0.0                         0.0                         0.0  182.830567
476  2018-08-02  172.571983  169.345646  196.158466   172.571983   172.571983        9.607599              9.607599              9.607599 -1.404170     -1.404170     -1.404170  11.011769     11.011769     11.011769                   0.0                         0.0                         0.0  182.179581
477  2018-08-03  172.345686  167.426336  194.823820   172.345686   172.345686        9.217425              9.217425              9.217425 -1.440414     -1.440414     -1.440414  10.657839     10.657839     10.657839                   0.0                         0.0                         0.0  181.563111
478  2018-08-06  171.666798  165.389235  193.466672   171.666798   171.666798        8.047160              8.047160              8.047160 -1.796236     -1.796236     -1.796236   9.843396      9.843396      9.843396                   0.0                         0.0                         0.0  179.713958
479  2018-08-07  171.440501  165.906958  194.057187   171.440501   171.440501        8.375566              8.375566              8.375566 -1.300205     -1.300205     -1.300205   9.675771      9.675771      9.675771                   0.0                         0.0                         0.0  179.816067
480  2018-08-08  171.214205  166.508634  193.542850   171.214205   171.214205        8.206295              8.206295              8.206295 -1.362021     -1.362021     -1.362021   9.568316      9.568316      9.568316                   0.0                         0.0                         0.0  179.420500
481  2018-08-09  170.987909  164.727707  191.656033   170.987909   170.987909        8.120052              8.120052              8.120052 -1.404170     -1.404170     -1.404170   9.524223      9.524223      9.524223                   0.0                         0.0                         0.0  179.107961
482  2018-08-10  170.761613  164.304083  192.598892   170.761613   170.761613        8.104961              8.104961              8.104961 -1.440414     -1.440414     -1.440414   9.545375      9.545375      9.545375                   0.0                         0.0                         0.0  178.866574
483  2018-08-13  170.082724  165.055719  193.334537   170.082724   170.082724        8.202085              8.202085              8.202085 -1.796236     -1.796236     -1.796236   9.998320      9.998320      9.998320                   0.0                         0.0                         0.0  178.284809
484  2018-08-14  169.856428  165.252259  192.760018   169.856428   169.856428        8.971225              8.971225              8.971225 -1.300205     -1.300205     -1.300205  10.271430     10.271430     10.271430                   0.0                         0.0                         0.0  178.827653
485  2018-08-15  169.630132  165.779898  193.073116   169.630132   169.630132        9.236303              9.236303              9.236303 -1.362021     -1.362021     -1.362021  10.598323     10.598323     10.598323                   0.0                         0.0                         0.0  178.866434
486  2018-08-16  169.403835  165.327123  193.580103   169.403835   169.403835        9.568540              9.568540              9.568540 -1.404170     -1.404170     -1.404170  10.972710     10.972710     10.972710                   0.0                         0.0                         0.0  178.972375
