Stock Information for Ticker: TSLA
High         1.964112e+02
Low          1.878469e+02
Open         1.922876e+02
Close        1.923936e+02
Volume       4.441423e+07
Adj Close    1.923936e+02


              High          Low         Open        Close        Volume    Adj Close
count  1258.000000  1258.000000  1258.000000  1258.000000  1.258000e+03  1258.000000
mean    196.411180   187.846851   192.287628   192.393562  4.441423e+07   192.393562
std     240.219441   229.904260   235.359001   235.411583  3.034186e+07   235.411583
min      36.945999    35.397999    36.220001    35.793999  9.387500e+06    35.793999
25%      56.757999    54.983500    55.746999    55.819499  2.474150e+07    55.819499
50%      68.577000    66.043999    67.264000    67.103001  3.496850e+07    67.103001
75%     196.346500   182.348003   187.176498   189.521496  5.211238e+07   189.521496
max     900.400024   871.599976   891.380005   883.090027  3.046940e+08   883.090027


             ds        trend   yhat_lower   yhat_upper  trend_lower  trend_upper  additive_terms  additive_terms_lower  additive_terms_upper    weekly  weekly_lower  weekly_upper     yearly  yearly_lower  yearly_upper  multiplicative_terms  multiplicative_terms_lower  multiplicative_terms_upper         yhat
280  2017-10-19    72.160249    -1.086893   115.189332    72.160249    72.160249      -13.413772            -13.413772            -13.413772 -3.668538     -3.668538     -3.668538  -9.745233     -9.745233     -9.745233                   0.0                         0.0                         0.0    58.746477
281  2017-10-20    72.126559    -0.723140   113.387322    72.126559    72.126559      -14.091815            -14.091815            -14.091815 -4.229679     -4.229679     -4.229679  -9.862136     -9.862136     -9.862136                   0.0                         0.0                         0.0    58.034744
282  2017-10-23    72.025489     5.635549   116.139224    72.025489    72.025489      -12.789469            -12.789469            -12.789469 -2.244307     -2.244307     -2.244307 -10.545162    -10.545162    -10.545162                   0.0                         0.0                         0.0    59.236020
283  2017-10-24    71.991799    -1.317695   119.789378    71.991799    71.991799      -13.740093            -13.740093            -13.740093 -2.851961     -2.851961     -2.851961 -10.888133    -10.888133    -10.888133                   0.0                         0.0                         0.0    58.251706
284  2017-10-25    71.958109    -0.748928   118.860698    71.958109    71.958109      -14.572366            -14.572366            -14.572366 -3.286707     -3.286707     -3.286707 -11.285659    -11.285659    -11.285659                   0.0                         0.0                         0.0    57.385743
285  2017-10-26    71.924419    -0.386850   113.465549    71.924419    71.924419      -15.401019            -15.401019            -15.401019 -3.668538     -3.668538     -3.668538 -11.732481    -11.732481    -11.732481                   0.0                         0.0                         0.0    56.523399
286  2017-10-27    71.890729    -2.570506   113.360782    71.890729    71.890729      -16.450742            -16.450742            -16.450742 -4.229679     -4.229679     -4.229679 -12.221063    -12.221063    -12.221063                   0.0                         0.0                         0.0    55.439986
287  2017-10-30    71.789658    -3.996863   114.620010    71.789658    71.789658      -16.074405            -16.074405            -16.074405 -2.244307     -2.244307     -2.244307 -13.830098    -13.830098    -13.830098                   0.0                         0.0                         0.0    55.715253
288  2017-10-31    71.755968    -3.045159   111.504087    71.755968    71.755968      -17.221129            -17.221129            -17.221129 -2.851961     -2.851961     -2.851961 -14.369168    -14.369168    -14.369168                   0.0                         0.0                         0.0    54.534840
289  2017-11-01    71.722278    -7.406501   109.345817    71.722278    71.722278      -18.170109            -18.170109            -18.170109 -3.286707     -3.286707     -3.286707 -14.883401    -14.883401    -14.883401                   0.0                         0.0                         0.0    53.552170
290  2017-11-02    71.688588    -3.246807   110.058689    71.688588    71.688588      -19.024130            -19.024130            -19.024130 -3.668538     -3.668538     -3.668538 -15.355592    -15.355592    -15.355592                   0.0                         0.0                         0.0    52.664458
291  2017-11-03    71.654898    -9.540301   115.017462    71.654898    71.654898      -19.997780            -19.997780            -19.997780 -4.229679     -4.229679     -4.229679 -15.768101    -15.768101    -15.768101                   0.0                         0.0                         0.0    51.657119
292  2017-11-06    71.553828    -5.925379   112.195194    71.553828    71.553828      -18.718230            -18.718230            -18.718230 -2.244307     -2.244307     -2.244307 -16.473923    -16.473923    -16.473923                   0.0                         0.0                         0.0    52.835598
293  2017-11-07    71.520138    -8.631049   108.351009    71.520138    71.520138      -19.330127            -19.330127            -19.330127 -2.851961     -2.851961     -2.851961 -16.478167    -16.478167    -16.478167                   0.0                         0.0                         0.0    52.190011
294  2017-11-08    71.486448    -7.219716   110.616908    71.486448    71.486448      -19.630278            -19.630278            -19.630278 -3.286707     -3.286707     -3.286707 -16.343571    -16.343571    -16.343571                   0.0                         0.0                         0.0    51.856170
295  2017-11-09    71.452758    -8.629785   110.718462    71.452758    71.452758      -19.727677            -19.727677            -19.727677 -3.668538     -3.668538     -3.668538 -16.059139    -16.059139    -16.059139                   0.0                         0.0                         0.0    51.725081
296  2017-11-10    71.419068    -7.148085   112.979984    71.419068    71.419068      -19.846045            -19.846045            -19.846045 -4.229679     -4.229679     -4.229679 -15.616366    -15.616366    -15.616366                   0.0                         0.0                         0.0    51.573023
297  2017-11-13    71.317998    -0.374431   113.665024    71.317998    71.317998      -15.540171            -15.540171            -15.540171 -2.244307     -2.244307     -2.244307 -13.295864    -13.295864    -13.295864                   0.0                         0.0                         0.0    55.777827
298  2017-11-14    71.284308    -5.666894   118.058112    71.284308    71.284308      -15.045041            -15.045041            -15.045041 -2.851961     -2.851961     -2.851961 -12.193080    -12.193080    -12.193080                   0.0                         0.0                         0.0    56.239267
299  2017-11-15    71.250618    -1.452352   119.093779    71.250618    71.250618      -14.221077            -14.221077            -14.221077 -3.286707     -3.286707     -3.286707 -10.934370    -10.934370    -10.934370                   0.0                         0.0                         0.0    57.029541
300  2017-11-16    71.216928    -2.600513   118.937773    71.216928    71.216928      -13.198220            -13.198220            -13.198220 -3.668538     -3.668538     -3.668538  -9.529682     -9.529682     -9.529682                   0.0                         0.0                         0.0    58.018708
301  2017-11-17    71.183238     1.527493   117.400204    71.183238    71.183238      -12.221593            -12.221593            -12.221593 -4.229679     -4.229679     -4.229679  -7.991914     -7.991914     -7.991914                   0.0                         0.0                         0.0    58.961645
302  2017-11-20    71.082168     8.932023   122.950793    71.082168    71.082168       -4.992002             -4.992002             -4.992002 -2.244307     -2.244307     -2.244307  -2.747695     -2.747695     -2.747695                   0.0                         0.0                         0.0    66.090166
303  2017-11-21    71.048478     6.403222   128.450050    71.048478    71.048478       -3.707499             -3.707499             -3.707499 -2.851961     -2.851961     -2.851961  -0.855538     -0.855538     -0.855538                   0.0                         0.0                         0.0    67.340979
304  2017-11-22    71.014788    14.259785   130.277093    71.014788    71.014788       -2.214832             -2.214832             -2.214832 -3.286707     -3.286707     -3.286707   1.071875      1.071875      1.071875                   0.0                         0.0                         0.0    68.799955
305  2017-11-24    70.947408     7.619616   129.346319    70.947408    70.947408        0.709713              0.709713              0.709713 -4.229679     -4.229679     -4.229679   4.939392      4.939392      4.939392                   0.0                         0.0                         0.0    71.657120
306  2017-11-27    70.846338    17.282117   139.827124    70.846338    70.846338        8.188697              8.188697              8.188697 -2.244307     -2.244307     -2.244307  10.433004     10.433004     10.433004                   0.0                         0.0                         0.0    79.035035
307  2017-11-28    70.812648    21.188138   133.290307    70.812648    70.812648        9.248085              9.248085              9.248085 -2.851961     -2.851961     -2.851961  12.100045     12.100045     12.100045                   0.0                         0.0                         0.0    80.060732
308  2017-11-29    70.778958    18.971196   140.658306    70.778958    70.778958       10.369812             10.369812             10.369812 -3.286707     -3.286707     -3.286707  13.656519     13.656519     13.656519                   0.0                         0.0                         0.0    81.148769
309  2017-11-30    70.745267    20.759362   139.573475    70.745267    70.745267       11.420732             11.420732             11.420732 -3.668538     -3.668538     -3.668538  15.089270     15.089270     15.089270                   0.0                         0.0                         0.0    82.165999
310  2017-12-01    70.711577    22.219063   138.065417    70.711577    70.711577       12.158545             12.158545             12.158545 -4.229679     -4.229679     -4.229679  16.388224     16.388224     16.388224                   0.0                         0.0                         0.0    82.870123
311  2017-12-04    70.610507    33.228784   146.750500    70.610507    70.610507       17.187620             17.187620             17.187620 -2.244307     -2.244307     -2.244307  19.431926     19.431926     19.431926                   0.0                         0.0                         0.0    87.798127
312  2017-12-05    70.576817    31.378296   139.602170    70.576817    70.576817       17.310782             17.310782             17.310782 -2.851961     -2.851961     -2.851961  20.162742     20.162742     20.162742                   0.0                         0.0                         0.0    87.887599
313  2017-12-06    70.543127    25.154507   147.996612    70.543127    70.543127       17.473927             17.473927             17.473927 -3.286707     -3.286707     -3.286707  20.760634     20.760634     20.760634                   0.0                         0.0                         0.0    88.017054
314  2017-12-07    70.509437    30.055224   146.595955    70.509437    70.509437       17.567332             17.567332             17.567332 -3.668538     -3.668538     -3.668538  21.235871     21.235871     21.235871                   0.0                         0.0                         0.0    88.076770
315  2017-12-08    70.475747    30.368815   146.113413    70.475747    70.475747       17.371970             17.371970             17.371970 -4.229679     -4.229679     -4.229679  21.601649     21.601649     21.601649                   0.0                         0.0                         0.0    87.847717
316  2017-12-11    70.374677    30.192319   150.381180    70.374677    70.374677       19.966305             19.966305             19.966305 -2.244307     -2.244307     -2.244307  22.210612     22.210612     22.210612                   0.0                         0.0                         0.0    90.340982
317  2017-12-12    70.340987    29.873063   149.517587    70.340987    70.340987       19.464104             19.464104             19.464104 -2.851961     -2.851961     -2.851961  22.316065     22.316065     22.316065                   0.0                         0.0                         0.0    89.805091
318  2017-12-13    70.307297    25.834388   145.607539    70.307297    70.307297       19.121538             19.121538             19.121538 -3.286707     -3.286707     -3.286707  22.408245     22.408245     22.408245                   0.0                         0.0                         0.0    89.428835
319  2017-12-14    70.273607    28.889630   145.832519    70.273607    70.273607       18.840544             18.840544             18.840544 -3.668538     -3.668538     -3.668538  22.509082     22.509082     22.509082                   0.0                         0.0                         0.0    89.114151
320  2017-12-15    70.239917    34.574790   147.084744    70.239917    70.239917       18.410514             18.410514             18.410514 -4.229679     -4.229679     -4.229679  22.640192     22.640192     22.640192                   0.0                         0.0                         0.0    88.650430
321  2017-12-18    70.138847    32.628928   153.730821    70.138847    70.138847       21.171633             21.171633             21.171633 -2.244307     -2.244307     -2.244307  23.415939     23.415939     23.415939                   0.0                         0.0                         0.0    91.310479
322  2017-12-19    70.105157    33.631062   148.555618    70.105157    70.105157       21.008610             21.008610             21.008610 -2.851961     -2.851961     -2.851961  23.860570     23.860570     23.860570                   0.0                         0.0                         0.0    91.113767
323  2017-12-20    70.080104    31.624205   150.763893    70.080104    70.080104       21.135236             21.135236             21.135236 -3.286707     -3.286707     -3.286707  24.421943     24.421943     24.421943                   0.0                         0.0                         0.0    91.215340
324  2017-12-21    70.055050    31.234413   148.342953    70.055050    70.055050       21.441739             21.441739             21.441739 -3.668538     -3.668538     -3.668538  25.110277     25.110277     25.110277                   0.0                         0.0                         0.0    91.496789
325  2017-12-22    70.029997    30.289878   152.558480    70.029997    70.029997       21.703119             21.703119             21.703119 -4.229679     -4.229679     -4.229679  25.932798     25.932798     25.932798                   0.0                         0.0                         0.0    91.733116
326  2017-12-26    69.929784    38.452031   154.775342    69.929784    69.929784       27.747687             27.747687             27.747687 -2.851961     -2.851961     -2.851961  30.599647     30.599647     30.599647                   0.0                         0.0                         0.0    97.677471
327  2017-12-27    69.904731    40.183352   158.291578    69.904731    69.904731       28.805575             28.805575             28.805575 -3.286707     -3.286707     -3.286707  32.092282     32.092282     32.092282                   0.0                         0.0                         0.0    98.710306
328  2017-12-28    69.879678    40.618813   159.605808    69.879678    69.879678       30.029430             30.029430             30.029430 -3.668538     -3.668538     -3.668538  33.697968     33.697968     33.697968                   0.0                         0.0                         0.0    99.909108
329  2017-12-29    69.854625    39.614043   156.635837    69.854625    69.854625       31.174039             31.174039             31.174039 -4.229679     -4.229679     -4.229679  35.403718     35.403718     35.403718                   0.0                         0.0                         0.0   101.028664
330  2018-01-02    69.754412    52.979674   170.448217    69.754412    69.754412       40.055614             40.055614             40.055614 -2.851961     -2.851961     -2.851961  42.907574     42.907574     42.907574                   0.0                         0.0                         0.0   109.810026
331  2018-01-03    69.729359    53.321568   175.440990    69.729359    69.729359       41.577858             41.577858             41.577858 -3.286707     -3.286707     -3.286707  44.864565     44.864565     44.864565                   0.0                         0.0                         0.0   111.307216
332  2018-01-04    69.704306    55.942812   172.367845    69.704306    69.704306       43.148460             43.148460             43.148460 -3.668538     -3.668538     -3.668538  46.816999     46.816999     46.816999                   0.0                         0.0                         0.0   112.852766
333  2018-01-05    69.679252    56.579313   176.560443    69.679252    69.679252       44.517250             44.517250             44.517250 -4.229679     -4.229679     -4.229679  48.746929     48.746929     48.746929                   0.0                         0.0                         0.0   114.196503
334  2018-01-08    69.604093    66.736076   182.674985    69.604093    69.604093       51.993893             51.993893             51.993893 -2.244307     -2.244307     -2.244307  54.238199     54.238199     54.238199                   0.0                         0.0                         0.0   121.597985
335  2018-01-09    69.579040    64.261548   185.355197    69.579040    69.579040       53.070113             53.070113             53.070113 -2.851961     -2.851961     -2.851961  55.922073     55.922073     55.922073                   0.0                         0.0                         0.0   122.649152
336  2018-01-10    69.553986    66.215731   184.107160    69.553986    69.553986       54.226994             54.226994             54.226994 -3.286707     -3.286707     -3.286707  57.513701     57.513701     57.513701                   0.0                         0.0                         0.0   123.780981
337  2018-01-11    69.528933    65.619561   181.508066    69.528933    69.528933       55.336220             55.336220             55.336220 -3.668538     -3.668538     -3.668538  59.004758     59.004758     59.004758                   0.0                         0.0                         0.0   124.865153
338  2018-01-12    69.503880    67.716436   184.342555    69.503880    69.503880       56.159377             56.159377             56.159377 -4.229679     -4.229679     -4.229679  60.389056     60.389056     60.389056                   0.0                         0.0                         0.0   125.663257
339  2018-01-16    69.403667    74.262052   189.751675    69.403667    69.403667       61.955463             61.955463             61.955463 -2.851961     -2.851961     -2.851961  64.807424     64.807424     64.807424                   0.0                         0.0                         0.0   131.359130
340  2018-01-17    69.378614    72.328959   194.624149    69.378614    69.378614       62.349145             62.349145             62.349145 -3.286707     -3.286707     -3.286707  65.635852     65.635852     65.635852                   0.0                         0.0                         0.0   131.727759
341  2018-01-18    69.353561    73.013658   191.486601    69.353561    69.353561       62.692120             62.692120             62.692120 -3.668538     -3.668538     -3.668538  66.360658     66.360658     66.360658                   0.0                         0.0                         0.0   132.045681
342  2018-01-19    69.328507    73.321498   193.502936    69.328507    69.328507       62.757584             62.757584             62.757584 -4.229679     -4.229679     -4.229679  66.987263     66.987263     66.987263                   0.0                         0.0                         0.0   132.086091
343  2018-01-22    69.253348    78.538717   194.670095    69.253348    69.253348       66.096014             66.096014             66.096014 -2.244307     -2.244307     -2.244307  68.340321     68.340321     68.340321                   0.0                         0.0                         0.0   135.349362
344  2018-01-23    69.228295    74.127294   193.897074    69.228295    69.228295       65.785226             65.785226             65.785226 -2.851961     -2.851961     -2.851961  68.637186     68.637186     68.637186                   0.0                         0.0                         0.0   135.013520
345  2018-01-24    69.203241    79.876942   200.183120    69.203241    69.203241       65.580273             65.580273             65.580273 -3.286707     -3.286707     -3.286707  68.866980     68.866980     68.866980                   0.0                         0.0                         0.0   134.783514
346  2018-01-25    69.178188    74.972524   190.248006    69.178188    69.178188       65.366192             65.366192             65.366192 -3.668538     -3.668538     -3.668538  69.034731     69.034731     69.034731                   0.0                         0.0                         0.0   134.544381
347  2018-01-26    69.153135    77.512957   194.688633    69.153135    69.153135       64.914839             64.914839             64.914839 -4.229679     -4.229679     -4.229679  69.144518     69.144518     69.144518                   0.0                         0.0                         0.0   134.067974
348  2018-01-29    69.077975    74.213595   194.696628    69.077975    69.077975       66.905241             66.905241             66.905241 -2.244307     -2.244307     -2.244307  69.149548     69.149548     69.149548                   0.0                         0.0                         0.0   135.983216
349  2018-01-30    69.052922    77.253036   191.785724    69.052922    69.052922       66.192630             66.192630             66.192630 -2.851961     -2.851961     -2.851961  69.044590     69.044590     69.044590                   0.0                         0.0                         0.0   135.245552
350  2018-01-31    69.027869    77.712908   195.116371    69.027869    69.027869       65.597131             65.597131             65.597131 -3.286707     -3.286707     -3.286707  68.883838     68.883838     68.883838                   0.0                         0.0                         0.0   134.625000
351  2018-02-01    69.002816    76.999693   187.855060    69.002816    69.002816       64.995450             64.995450             64.995450 -3.668538     -3.668538     -3.668538  68.663989     68.663989     68.663989                   0.0                         0.0                         0.0   133.998266
352  2018-02-02    68.977763    77.363074   192.420606    68.977763    68.977763       64.151013             64.151013             64.151013 -4.229679     -4.229679     -4.229679  68.380692     68.380692     68.380692                   0.0                         0.0                         0.0   133.128776
353  2018-02-05    68.902603    73.062349   192.604569    68.902603    68.902603       64.850463             64.850463             64.850463 -2.244307     -2.244307     -2.244307  67.094770     67.094770     67.094770                   0.0                         0.0                         0.0   133.753066
354  2018-02-06    68.877550    73.777827   188.413002    68.877550    68.877550       63.647987             63.647987             63.647987 -2.851961     -2.851961     -2.851961  66.499947     66.499947     66.499947                   0.0                         0.0                         0.0   132.525536
355  2018-02-07    68.852497    75.780617   194.934022    68.852497    68.852497       62.524593             62.524593             62.524593 -3.286707     -3.286707     -3.286707  65.811300     65.811300     65.811300                   0.0                         0.0                         0.0   131.377089
356  2018-02-08    68.827443    73.857257   190.032337    68.827443    68.827443       61.354211             61.354211             61.354211 -3.668538     -3.668538     -3.668538  65.022750     65.022750     65.022750                   0.0                         0.0                         0.0   130.181655
357  2018-02-09    68.802390    68.851536   187.360992    68.802390    68.802390       59.899149             59.899149             59.899149 -4.229679     -4.229679     -4.229679  64.128828     64.128828     64.128828                   0.0                         0.0                         0.0   128.701539
358  2018-02-12    68.727231    69.501624   186.322504    68.727231    68.727231       58.529919             58.529919             58.529919 -2.244307     -2.244307     -2.244307  60.774226     60.774226     60.774226                   0.0                         0.0                         0.0   127.257149
359  2018-02-13    68.702177    63.850316   186.377469    68.702177    68.702177       56.572359             56.572359             56.572359 -2.851961     -2.851961     -2.851961  59.424319     59.424319     59.424319                   0.0                         0.0                         0.0   125.274536
360  2018-02-14    68.677124    67.520310   182.637534    68.677124    68.677124       54.671739             54.671739             54.671739 -3.286707     -3.286707     -3.286707  57.958446     57.958446     57.958446                   0.0                         0.0                         0.0   123.348863
361  2018-02-15    68.652071    60.342985   183.183231    68.652071    68.652071       52.710370             52.710370             52.710370 -3.668538     -3.668538     -3.668538  56.378909     56.378909     56.378909                   0.0                         0.0                         0.0   121.362441
362  2018-02-16    68.627018    60.140647   179.750912    68.627018    68.627018       50.459974             50.459974             50.459974 -4.229679     -4.229679     -4.229679  54.689653     54.689653     54.689653                   0.0                         0.0                         0.0   119.086992
363  2018-02-20    68.566461    55.995963   174.822405    68.566461    68.566461       44.117482             44.117482             44.117482 -2.851961     -2.851961     -2.851961  46.969443     46.969443     46.969443                   0.0                         0.0                         0.0   112.683943
364  2018-02-21    68.551322    51.265764   167.434402    68.551322    68.551322       41.557666             41.557666             41.557666 -3.286707     -3.286707     -3.286707  44.844373     44.844373     44.844373                   0.0                         0.0                         0.0   110.108988
365  2018-02-22    68.536183    50.899409   167.414828    68.536183    68.536183       38.995067             38.995067             38.995067 -3.668538     -3.668538     -3.668538  42.663606     42.663606     42.663606                   0.0                         0.0                         0.0   107.531251
366  2018-02-23    68.521044    44.910393   165.732879    68.521044    68.521044       36.210033             36.210033             36.210033 -4.229679     -4.229679     -4.229679  40.439712     40.439712     40.439712                   0.0                         0.0                         0.0   104.731077
367  2018-02-26    68.475627    44.430499   160.207328    68.475627    68.475627       31.395503             31.395503             31.395503 -2.244307     -2.244307     -2.244307  33.639810     33.639810     33.639810                   0.0                         0.0                         0.0    99.871130
368  2018-02-27    68.460488    40.583968   155.212177    68.460488    68.460488       28.521828             28.521828             28.521828 -2.851961     -2.851961     -2.851961  31.373788     31.373788     31.373788                   0.0                         0.0                         0.0    96.982316
369  2018-02-28    68.445348    31.552773   147.431080    68.445348    68.445348       25.842111             25.842111             25.842111 -3.286707     -3.286707     -3.286707  29.128818     29.128818     29.128818                   0.0                         0.0                         0.0    94.287459
370  2018-03-01    68.430209    33.688152   150.516486    68.430209    68.430209       23.247784             23.247784             23.247784 -3.668538     -3.668538     -3.668538  26.916323     26.916323     26.916323                   0.0                         0.0                         0.0    91.677994
371  2018-03-02    68.415070    33.002945   144.937880    68.415070    68.415070       20.517106             20.517106             20.517106 -4.229679     -4.229679     -4.229679  24.746785     24.746785     24.746785                   0.0                         0.0                         0.0    88.932176
372  2018-03-05    68.369653    24.304517   141.407152    68.369653    68.369653       16.339532             16.339532             16.339532 -2.244307     -2.244307     -2.244307  18.583839     18.583839     18.583839                   0.0                         0.0                         0.0    84.709185
373  2018-03-06    68.354514    22.139805   144.171458    68.354514    68.354514       13.815913             13.815913             13.815913 -2.851961     -2.851961     -2.851961  16.667873     16.667873     16.667873                   0.0                         0.0                         0.0    82.170426
374  2018-03-07    68.339375    22.770331   138.895759    68.339375    68.339375       11.542761             11.542761             11.542761 -3.286707     -3.286707     -3.286707  14.829468     14.829468     14.829468                   0.0                         0.0                         0.0    79.882136
375  2018-03-08    68.324236    18.733397   137.881957    68.324236    68.324236        9.403274              9.403274              9.403274 -3.668538     -3.668538     -3.668538  13.071812     13.071812     13.071812                   0.0                         0.0                         0.0    77.727510
376  2018-03-09    68.309097    15.813531   137.482127    68.309097    68.309097        7.167296              7.167296              7.167296 -4.229679     -4.229679     -4.229679  11.396975     11.396975     11.396975                   0.0                         0.0                         0.0    75.476393
377  2018-03-12    68.263679    16.500313   130.514842    68.263679    68.263679        4.631793              4.631793              4.631793 -2.244307     -2.244307     -2.244307   6.876100      6.876100      6.876100                   0.0                         0.0                         0.0    72.895472
378  2018-03-13    68.248540    12.115162   127.433067    68.248540    68.248540        2.683785              2.683785              2.683785 -2.851961     -2.851961     -2.851961   5.535745      5.535745      5.535745                   0.0                         0.0                         0.0    70.932325
379  2018-03-14    68.233401     5.546163   125.738850    68.233401    68.233401        0.990231              0.990231              0.990231 -3.286707     -3.286707     -3.286707   4.276938      4.276938      4.276938                   0.0                         0.0                         0.0    69.223632
380  2018-03-15    68.218262     7.219899   129.892212    68.218262    68.218262       -0.570188             -0.570188             -0.570188 -3.668538     -3.668538     -3.668538   3.098350      3.098350      3.098350                   0.0                         0.0                         0.0    67.648074
381  2018-03-16    68.203123     7.527446   124.552584    68.203123    68.203123       -2.230948             -2.230948             -2.230948 -4.229679     -4.229679     -4.229679   1.998731      1.998731      1.998731                   0.0                         0.0                         0.0    65.972174
382  2018-03-19    68.157706     4.528016   121.522643    68.157706    68.157706       -3.078765             -3.078765             -3.078765 -2.244307     -2.244307     -2.244307  -0.834458     -0.834458     -0.834458                   0.0                         0.0                         0.0    65.078940
383  2018-03-20    68.142566     5.336763   122.916645    68.142566    68.142566       -4.475996             -4.475996             -4.475996 -2.851961     -2.851961     -2.851961  -1.624036     -1.624036     -1.624036                   0.0                         0.0                         0.0    63.666570
384  2018-03-21    68.127427     1.109471   118.148725    68.127427    68.127427       -5.621690             -5.621690             -5.621690 -3.286707     -3.286707     -3.286707  -2.334983     -2.334983     -2.334983                   0.0                         0.0                         0.0    62.505737
385  2018-03-22    68.112288     1.802462   115.933371    68.112288    68.112288       -6.634198             -6.634198             -6.634198 -3.668538     -3.668538     -3.668538  -2.965660     -2.965660     -2.965660                   0.0                         0.0                         0.0    61.478090
386  2018-03-23    68.097149    -0.636558   117.202610    68.097149    68.097149       -7.743540             -7.743540             -7.743540 -4.229679     -4.229679     -4.229679  -3.513861     -3.513861     -3.513861                   0.0                         0.0                         0.0    60.353609
387  2018-03-26    68.051732    -0.711861   120.843050    68.051732    68.051732       -6.879388             -6.879388             -6.879388 -2.244307     -2.244307     -2.244307  -4.635081     -4.635081     -4.635081                   0.0                         0.0                         0.0    61.172343
388  2018-03-27    68.036593     1.375725   123.192689    68.036593    68.036593       -7.675679             -7.675679             -7.675679 -2.851961     -2.851961     -2.851961  -4.823719     -4.823719     -4.823719                   0.0                         0.0                         0.0    60.360913
389  2018-03-28    68.021454     1.124183   119.417342    68.021454    68.021454       -8.201282             -8.201282             -8.201282 -3.286707     -3.286707     -3.286707  -4.914575     -4.914575     -4.914575                   0.0                         0.0                         0.0    59.820171
390  2018-03-29    68.006314    -0.045145   117.155333    68.006314    68.006314       -8.573571             -8.573571             -8.573571 -3.668538     -3.668538     -3.668538  -4.905032     -4.905032     -4.905032                   0.0                         0.0                         0.0    59.432744
391  2018-04-02    67.945758     2.309089   122.469541    67.945758    67.945758       -6.083809             -6.083809             -6.083809 -2.244307     -2.244307     -2.244307  -3.839502     -3.839502     -3.839502                   0.0                         0.0                         0.0    61.861949
392  2018-04-03    67.930619     2.079887   123.773110    67.930619    67.930619       -6.172964             -6.172964             -6.172964 -2.851961     -2.851961     -2.851961  -3.321003     -3.321003     -3.321003                   0.0                         0.0                         0.0    61.757655
393  2018-04-04    67.915480     4.807483   120.080499    67.915480    67.915480       -5.995655             -5.995655             -5.995655 -3.286707     -3.286707     -3.286707  -2.708948     -2.708948     -2.708948                   0.0                         0.0                         0.0    61.919825
394  2018-04-05    67.900341     5.256894   118.851942    67.900341    67.900341       -5.678678             -5.678678             -5.678678 -3.668538     -3.668538     -3.668538  -2.010139     -2.010139     -2.010139                   0.0                         0.0                         0.0    62.221663
395  2018-04-06    67.885202     0.501418   117.312554    67.885202    67.885202       -5.463034             -5.463034             -5.463034 -4.229679     -4.229679     -4.229679  -1.233355     -1.233355     -1.233355                   0.0                         0.0                         0.0    62.422167
396  2018-04-09    67.839784     4.444488   124.787364    67.839784    67.839784       -0.797026             -0.797026             -0.797026 -2.244307     -2.244307     -2.244307   1.447281      1.447281      1.447281                   0.0                         0.0                         0.0    67.042758
397  2018-04-10    67.824645     8.392404   127.048742    67.824645    67.824645       -0.443039             -0.443039             -0.443039 -2.851961     -2.851961     -2.851961   2.408921      2.408921      2.408921                   0.0                         0.0                         0.0    67.381606
398  2018-04-11    67.809506    10.512700   126.039570    67.809506    67.809506        0.089330              0.089330              0.089330 -3.286707     -3.286707     -3.286707   3.376038      3.376038      3.376038                   0.0                         0.0                         0.0    67.898837
399  2018-04-12    67.794367     5.876638   128.424662    67.794367    67.794367        0.660866              0.660866              0.660866 -3.668538     -3.668538     -3.668538   4.329405      4.329405      4.329405                   0.0                         0.0                         0.0    68.455233
400  2018-04-13    67.779228    10.821600   131.929522    67.779228    67.779228        1.019134              1.019134              1.019134 -4.229679     -4.229679     -4.229679   5.248813      5.248813      5.248813                   0.0                         0.0                         0.0    68.798362
401  2018-04-16    67.733811    16.379711   134.658045    67.733811    67.733811        5.349727              5.349727              5.349727 -2.244307     -2.244307     -2.244307   7.594034      7.594034      7.594034                   0.0                         0.0                         0.0    73.083538
402  2018-04-17    67.718671    14.765480   123.721285    67.718671    67.718671        5.316839              5.316839              5.316839 -2.851961     -2.851961     -2.851961   8.168799      8.168799      8.168799                   0.0                         0.0                         0.0    73.035510
403  2018-04-18    67.703533    10.691416   135.408569    67.703533    67.703533        5.320437              5.320437              5.320437 -3.286707     -3.286707     -3.286707   8.607144      8.607144      8.607144                   0.0                         0.0                         0.0    73.023969
404  2018-04-19    67.688394    18.820999   134.147143    67.688394    67.688394        5.222719              5.222719              5.222719 -3.668538     -3.668538     -3.668538   8.891257      8.891257      8.891257                   0.0                         0.0                         0.0    72.911112
405  2018-04-20    67.673255    11.545302   131.047007    67.673255    67.673255        4.775539              4.775539              4.775539 -4.229679     -4.229679     -4.229679   9.005218      9.005218      9.005218                   0.0                         0.0                         0.0    72.448793
406  2018-04-23    67.627838    14.125418   132.998310    67.627838    67.627838        5.958975              5.958975              5.958975 -2.244307     -2.244307     -2.244307   8.203282      8.203282      8.203282                   0.0                         0.0                         0.0    73.586813
407  2018-04-24    67.612699    10.753345   134.832188    67.612699    67.612699        4.676108              4.676108              4.676108 -2.851961     -2.851961     -2.851961   7.528068      7.528068      7.528068                   0.0                         0.0                         0.0    72.288806
408  2018-04-25    67.597560    11.932244   127.846460    67.597560    67.597560        3.356909              3.356909              3.356909 -3.286707     -3.286707     -3.286707   6.643616      6.643616      6.643616                   0.0                         0.0                         0.0    70.954468
